popularity,budget,revenue,roi,vote_count,vote_average,release_year
0.04,0,0,,10,5.0,2013
0.01,0,0,,10,4.7,2013
0.04,58000000,44000000,-0.24,1174,6.1,2013
0.04,0,0,,19,6.2,2013
0.04,0,0,,17,5.5,2013
0.04,0,0,,10,4.9,2013
0.16,0,0,,12,4.4,2013
0.03,750,0,-1.0,15,4.2,2013
0.0,0,0,,10,5.8,2013
0.02,0,0,,17,5.9,2013
0.02,0,0,,11,6.5,2013
0.11,0,0,,40,7.5,2013
0.02,0,0,,11,6.2,2013
0.15,0,0,,15,6.2,2013
0.02,0,0,,10,4.6,2013
0.02,0,0,,20,7.0,2013
0.08,0,37884,,110,6.0,2013
0.02,1400000,0,-1.0,33,5.0,2013
0.02,650,0,-1.0,50,4.1,2013
0.02,0,729043,,10,6.0,2013
0.01,0,0,,10,6.7,2013
0.02,4500000,0,-1.0,151,4.1,2013
0.01,0,0,,31,6.9,2013
0.01,0,0,,15,6.6,2013
0.02,0,0,,17,6.1,2013
0.01,30000000,68129518,1.27,64,5.5,2013
0.01,0,0,,16,3.6,2013
0.01,0,0,,12,7.8,2013
0.04,0,0,,15,5.7,2013
0.01,0,0,,15,4.4,2013
0.01,0,0,,11,6.6,2013
0.0,500,0,-1.0,11,7.5,2013
0.04,0,0,,49,7.4,2013
0.0,348164,0,-1.0,13,5.8,2013
0.0,0,0,,12,7.2,2013
0.0,0,0,,19,4.9,2013
0.01,0,137460,,14,7.4,2013
0.0,0,0,,21,2.2,2013
0.0,0,0,,10,7.8,2013
0.0,0,0,,11,5.6,2013
0.0,0,0,,82,6.1,2013
6.1,19000000,381109762,19.06,3785,7.8,1985
2.83,1000000,51525171,50.53,1139,7.6,1985
1.75,20000000,18432000,-0.08,124,6.6,1985
1.75,12305523,36230219,1.94,428,5.8,1985
1.62,30000000,152427960,4.08,272,5.8,1985
1.61,25000000,15502112,-0.38,120,6.3,1985
1.6,19000000,61389680,2.23,870,7.2,1985
1.3,3000000,29999213,9.0,168,5.7,1985
1.18,44000000,300400432,5.83,476,6.2,1985
1.17,31000000,128499205,3.15,128,6.7,1985
1.15,31000000,300473716,8.69,517,6.6,1985
1.11,15000000,0,-1.0,434,7.4,1985
1.03,25000000,21288692,-0.15,114,6.2,1985
1.01,15000000,146292009,8.75,168,7.5,1985
0.9,10000000,57500000,4.75,391,6.3,1985
0.89,12500000,238227,-0.98,50,4.9,1985
0.88,4000000,14237000,2.56,104,7.1,1985
0.87,12000000,68706993,4.73,176,6.7,1985
0.79,0,24467000,,18,7.4,1985
0.76,0,85313124,,134,6.5,1985
0.72,0,7840873,,45,6.1,1985
0.72,9000000,24922237,1.77,98,6.8,1985
0.72,0,49364621,,108,5.9,1985
0.71,0,55600000,,160,5.4,1985
0.7,17900000,6948633,-0.61,100,5.2,1985
0.69,3500000,34000000,8.71,91,6.7,1985
0.69,15000000,14643997,-0.02,202,7.1,1985
0.66,2200000,21930418,8.97,82,5.2,1985
0.66,50000000,23717291,-0.53,26,5.9,1985
0.64,0,20345361,,11,6.1,1985
0.64,1000000,0,-1.0,58,6.4,1985
0.63,1000000,0,-1.0,36,5.8,1985
0.63,0,0,,97,6.7,1985
0.62,0,38934048,,181,6.3,1985
0.62,0,41410568,,120,6.8,1985
0.62,15000000,10631333,-0.29,99,7.0,1985
0.62,0,42400000,,30,7.1,1985
0.6,3800000,0,-1.0,57,6.6,1985
0.59,25000000,96773200,2.87,135,6.1,1985
0.56,25000000,0,-1.0,49,5.8,1985
0.54,900000,2023414,1.25,98,6.9,1985
0.51,9000000,20518905,1.28,21,4.4,1985
0.5,0,0,,29,5.2,1985
0.5,0,13000000,,56,6.8,1985
0.49,0,0,,32,6.5,1985
0.48,0,0,,79,5.8,1985
0.48,0,0,,27,5.4,1985
0.48,0,331816,,22,5.8,1985
0.46,4500000,10609321,1.36,98,7.0,1985
0.43,6000000,40940662,5.82,102,6.5,1985
0.43,0,26657534,,33,6.3,1985
0.42,0,10297601,,81,6.9,1985
0.39,0,0,,13,5.6,1985
0.39,0,0,,32,5.3,1985
0.39,0,14202899,,15,6.6,1985
0.38,0,0,,52,6.0,1985
0.38,20000000,45833132,1.29,55,6.5,1985
0.36,0,0,,18,4.5,1985
0.35,0,12303411,,108,6.7,1985
0.18,26000000,0,-1.0,62,7.1,1985
0.35,0,0,,13,6.2,1985
0.34,0,0,,17,5.6,1985
1.04,0,0,,136,6.3,1985
0.33,0,0,,15,5.5,1985
0.33,0,0,,43,5.6,1985
0.33,0,37803872,,62,5.7,1985
0.32,0,0,,12,6.6,1985
0.07,3000000,0,-1.0,10,5.4,1985
0.32,0,8800000,,19,6.4,1985
0.31,945000,0,-1.0,10,5.3,1985
0.28,18000000,0,-1.0,85,6.4,1985
0.28,5000000,27400000,4.48,38,6.2,1985
0.28,0,24689703,,18,7.1,1985
0.27,6500000,0,-1.0,29,5.6,1985
0.26,0,8692426,,10,6.2,1985
0.25,9000000,7936012,-0.12,48,6.6,1985
0.25,0,2135577,,13,6.2,1985
0.22,0,0,,17,5.1,1985
0.23,0,0,,14,6.3,1985
0.32,0,42160849,,10,5.8,1985
0.23,25000000,11137801,-0.55,50,6.0,1985
0.1,0,0,,12,4.4,1985
0.23,0,4122748,,20,5.6,1985
0.35,15000000,0,-1.0,27,6.6,1985
0.21,5000000,502758,-0.9,11,6.3,1985
0.21,0,0,,16,4.7,1985
0.21,0,14393902,,21,5.8,1985
0.21,3200000,10000000,2.12,32,5.5,1985
0.21,0,1400000,,15,5.3,1985
0.19,0,0,,36,7.9,1985
0.18,0,17307019,,45,6.8,1985
0.59,10000000,25754284,1.58,31,6.8,1985
0.18,1700000,0,-1.0,31,5.7,1985
0.16,0,0,,24,5.8,1985
0.15,25000000,9873044,-0.61,77,6.1,1985
0.15,0,0,,16,8.3,1985
0.2,24000000,0,-1.0,29,6.4,1985
0.14,19000000,12918858,-0.32,13,4.3,1985
0.13,114,6700000,58770.93,24,6.1,1985
0.22,11500000,0,-1.0,28,6.1,1985
0.39,0,8622757,,12,6.5,1985
0.11,860000,2451545,1.85,23,6.2,1985
0.11,0,0,,14,5.9,1985
0.22,2410000,10755447,3.46,30,5.0,1985
0.09,0,0,,15,7.1,1985
0.09,0,0,,17,5.6,1985
0.07,0,0,,10,5.5,1985
0.05,0,0,,12,5.8,1985
5.94,150000000,895921036,4.97,3406,7.3,2005
5.4,150000000,374218673,1.49,4914,7.3,2005
3.63,180000000,748806957,3.16,1402,6.5,2005
3.62,54000000,132511035,1.45,2670,7.6,2005
3.52,40000000,158733820,2.97,1691,7.1,2005
3.51,150000000,474968763,2.17,1826,6.5,2005
3.46,113000000,850000000,6.52,2629,7.0,2005
3.09,50000000,104478416,1.09,780,6.6,2005
2.62,126000000,162949164,0.29,1027,6.4,2005
2.44,75000000,532680671,6.1,2107,6.4,2005
2.37,100000000,330579719,2.31,1715,5.6,2005
2.27,100000000,230427240,1.3,1049,6.5,2005
2.25,40000000,285176741,6.13,795,6.3,2005
2.22,62000000,52304001,-0.16,408,5.3,2005
2.07,56000000,113006880,1.02,493,5.8,2005
1.84,132000000,591739379,3.48,1238,5.9,2005
1.81,85000000,162242962,0.91,409,7.1,2005
1.79,26000000,109449237,3.21,1236,6.2,2005
1.77,150000000,314432665,1.1,542,5.6,2005
1.73,70000000,368100420,4.26,1010,6.3,2005
1.7,32000000,85167639,1.66,677,6.1,2005
1.63,0,0,,139,5.5,2005
1.61,25000000,122489822,3.9,355,6.1,2005
1.59,130000000,211643158,0.63,677,6.4,2005
1.51,43000000,154749918,2.6,240,5.7,2005
1.51,207000000,550000000,1.66,1289,6.4,2005
1.5,53000000,95226116,0.8,170,5.3,2005
1.5,50000000,44434439,-0.11,289,5.9,2005
1.48,28000000,121147947,3.33,749,7.6,2005
1.48,14000000,178043761,11.72,780,7.2,2005
1.46,75000000,260696994,2.48,858,5.9,2005
1.44,0,0,,136,5.9,2005
1.41,87000000,71073932,-0.18,292,4.8,2005
1.35,25000000,39053061,0.56,195,6.3,2005
1.33,110000000,478207520,3.35,1750,6.5,2005
1.32,0,3154346,,384,7.0,2005
1.31,75000000,142400065,0.9,592,5.8,2005
1.27,42000000,24127895,-0.43,822,6.9,2005
1.27,65000000,64321501,-0.01,389,5.9,2005
1.27,43000000,56681566,0.32,329,5.0,2005
1.27,0,161451538,,279,5.2,2005
1.27,40000000,117195061,1.93,1022,7.0,2005
1.21,30000000,192452832,5.42,373,6.6,2005
1.21,70000000,88933562,0.27,181,5.2,2005
1.2,2200000,0,-1.0,36,5.0,2005
1.2,29000000,21126225,-0.27,219,6.6,2005
1.15,72000000,96889998,0.35,448,6.4,2005
1.14,0,0,,551,6.8,2005
1.11,39000000,38869464,-0.0,814,7.3,2005
1.11,4000000,152925093,37.23,617,6.2,2005
1.1,58000000,102854431,0.77,304,6.5,2005
1.09,50000000,66002004,0.32,294,5.2,2005
1.08,57000000,52034889,-0.09,192,6.0,2005
1.08,0,0,,133,6.4,2005
1.08,45000000,92374674,1.05,379,6.6,2005
1.06,4800000,80578934,15.79,448,5.7,2005
1.05,15000000,15785148,0.05,527,7.1,2005
1.05,88000000,108539911,0.23,370,7.0,2005
1.05,15000000,85306374,4.69,620,7.1,2005
1.05,15000000,51053787,2.4,288,6.0,2005
1.05,25000000,122644820,3.91,240,6.2,2005
1.01,85000000,131426169,0.55,262,4.9,2005
1.01,0,83073883,,272,5.9,2005
1.01,10000000,0,-1.0,307,5.2,2005
1.0,60000000,55987321,-0.07,321,4.9,2005
0.99,0,50817508,,248,5.7,2005
0.98,60000000,129181830,1.15,285,5.8,2005
0.96,30000000,50451307,0.68,112,5.7,2005
0.95,30000000,58405313,0.95,80,6.0,2005
0.92,20000000,7535331,-0.62,88,6.1,2005
0.91,80000000,162944923,1.04,197,6.2,2005
0.9,88000000,105316267,0.2,451,5.4,2005
0.89,30000000,18618284,-0.38,82,6.9,2005
0.89,52000000,77944725,0.5,280,6.0,2005
0.89,50000000,110803676,1.22,185,5.2,2005
0.87,70000000,130358911,0.86,382,6.7,2005
0.86,19000000,144216468,6.59,323,6.2,2005
0.85,6500000,24793509,2.81,341,7.1,2005
0.84,22000000,22400154,0.02,118,4.8,2005
0.84,50000000,94000000,0.88,245,6.0,2005
0.83,84000000,0,-1.0,169,3.9,2005
0.83,22000000,57479076,1.61,173,6.2,2005
0.83,50000000,42093706,-0.16,143,6.6,2005
0.82,43000000,91974818,1.14,289,6.3,2005
0.79,12000000,10289,-1.0,162,6.3,2005
0.79,30000000,93772522,2.13,80,5.1,2005
0.78,7000000,54600000,6.8,154,6.4,2005
0.78,30000000,76669806,1.56,272,7.3,2005
0.77,32000000,60740827,0.9,403,6.7,2005
0.77,19000000,108047131,4.69,293,6.0,2005
0.77,100000000,202026112,1.02,363,5.9,2005
0.74,45000000,50871113,0.13,279,6.5,2005
0.74,45000000,16809014,-0.63,52,5.5,2005
0.74,35000000,68915888,0.97,139,5.4,2005
0.73,169000,18564702,108.85,73,6.5,2005
0.73,35000000,30526509,-0.13,78,5.9,2005
0.72,2000000,5967038,1.98,85,6.0,2005
0.72,55000000,223387299,3.06,427,6.0,2005
0.72,30000000,35294470,0.18,160,5.9,2005
0.71,0,0,,118,5.7,2005
0.71,10000000,45742101,3.57,182,6.7,2005
0.71,20000000,12482775,-0.38,147,5.7,2005
0.7,0,0,,234,6.2,2005
0.7,1000000,27762648,26.76,126,5.8,2005
0.69,15000000,46770602,2.12,171,5.8,2005
0.69,0,0,,248,5.3,2005
0.68,0,658573,,63,5.8,2005
0.68,28000000,186438883,5.66,415,7.0,2005
0.68,0,0,,164,6.2,2005
0.67,30000000,42886719,0.43,192,6.5,2005
0.66,40000000,46442528,0.16,121,6.5,2005
0.66,45000000,56070433,0.25,102,5.8,2005
0.66,4000000,866999,-0.78,44,6.5,2005
0.66,35000000,19294901,-0.45,75,5.0,2005
0.66,50000000,8342132,-0.83,162,6.4,2005
0.64,25000000,27645491,0.11,96,5.8,2005
0.64,82000000,190320568,1.32,443,6.2,2005
0.64,3000000,18637690,5.21,108,6.0,2005
0.64,32000000,97918663,2.06,135,5.4,2005
0.63,80000000,5989640,-0.93,58,4.8,2005
0.62,0,0,,52,5.7,2005
0.61,9000000,0,-1.0,16,4.4,2005
0.61,18000000,46201432,1.57,85,4.2,2005
0.61,135000000,76932943,-0.43,195,5.0,2005
0.6,15000000,47175038,2.15,133,6.2,2005
0.59,25000000,2405420,-0.9,62,3.8,2005
0.59,25000000,0,-1.0,76,7.1,2005
0.59,0,0,,30,6.8,2005
0.58,0,37691644,,120,6.2,2005
0.57,0,0,,17,5.5,2005
0.57,130000000,119269486,-0.08,243,5.6,2005
0.56,10000000,17297244,0.73,70,6.0,2005
0.56,7000000,49084830,6.01,202,6.7,2005
0.56,35000000,19478106,-0.44,138,5.3,2005
0.55,25000000,82466670,2.3,206,6.7,2005
0.55,0,2455831,,97,6.7,2005
0.55,950000,7022209,6.39,353,6.8,2005
0.54,40000000,68766121,0.72,334,5.3,2005
0.54,80000000,10166502,-0.87,53,6.5,2005
0.53,50000000,22944502,-0.54,277,6.1,2005
0.53,0,0,,28,6.0,2005
0.52,0,0,,20,5.1,2005
0.51,25000000,36351350,0.45,73,5.1,2005
0.51,0,12382362,,77,5.2,2005
0.51,0,0,,39,6.3,2005
0.51,50000000,69425966,0.39,148,4.3,2005
0.51,0,0,,119,5.9,2005
0.5,25000000,15431177,-0.38,64,7.0,2005
0.5,0,1117920,,100,7.0,2005
0.5,0,0,,50,5.6,2005
0.5,3500000,0,-1.0,27,5.0,2005
0.48,15000000,12036149,-0.2,75,6.7,2005
0.48,13000000,0,-1.0,26,4.3,2005
0.48,0,0,,25,4.4,2005
0.47,1000000,10047674,9.05,62,5.4,2005
0.46,30000000,27610873,-0.08,119,6.5,2005
0.46,10000000,91196419,8.12,125,5.5,2005
0.46,0,0,,40,6.7,2005
0.46,475000,3919254,7.25,177,6.8,2005
0.45,30000000,251495,-0.99,38,4.6,2005
0.45,0,0,,13,7.0,2005
0.45,30000000,30536013,0.02,157,6.1,2005
0.45,14200000,674918,-0.95,33,6.9,2005
0.45,0,0,,75,5.0,2005
0.44,35000000,86369815,1.47,292,5.8,2005
0.44,900000,381420,-0.58,34,5.6,2005
0.44,26000000,57891803,1.23,225,6.1,2005
0.44,0,0,,54,5.8,2005
0.44,0,40442437,,48,5.5,2005
0.44,0,0,,21,4.5,2005
0.43,0,0,,72,5.6,2005
0.43,0,0,,31,5.9,2005
0.43,0,0,,11,6.3,2005
0.43,0,2945242,,17,5.8,2005
0.42,0,92076,,30,6.0,2005
0.42,7000000,2697930,-0.61,130,7.4,2005
0.42,0,0,,34,6.3,2005
0.41,0,0,,50,6.2,2005
0.41,0,0,,48,5.8,2005
0.41,1500000,712294,-0.53,22,6.4,2005
0.41,45000000,72028752,0.6,144,5.7,2005
0.4,0,0,,48,6.4,2005
0.39,9000000,0,-1.0,15,4.6,2005
0.39,0,0,,12,5.7,2005
0.39,0,0,,70,7.1,2005
0.39,45000000,38058335,-0.15,84,5.9,2005
0.39,0,0,,14,5.1,2005
0.39,818418,4851244,4.93,56,6.9,2005
0.38,0,0,,12,4.8,2005
0.38,8000000,22201636,1.78,50,6.2,2005
0.37,1000000,13350369,12.35,65,6.5,2005
0.43,0,0,,15,5.5,2005
0.37,0,0,,132,6.6,2005
0.37,2000000,0,-1.0,11,4.7,2005
0.37,20000000,10442808,-0.48,74,3.5,2005
0.37,20000000,67192859,2.36,91,4.5,2005
0.37,13000000,23727301,0.83,106,6.7,2005
0.26,0,0,,18,5.8,2005
0.36,12000000,0,-1.0,66,6.0,2005
0.36,9000000,0,-1.0,36,5.1,2005
0.35,11000000,0,-1.0,12,5.8,2005
0.35,4000000,0,-1.0,27,4.6,2005
0.61,0,0,,44,5.0,2005
0.34,6000000,0,-1.0,13,3.8,2005
0.34,0,0,,11,5.5,2005
0.34,0,0,,23,3.4,2005
0.34,0,0,,11,4.6,2005
0.34,0,1928985,,51,5.0,2005
0.33,5000000,0,-1.0,21,4.5,2005
0.33,30000000,15007991,-0.5,111,5.2,2005
0.33,40000000,31670620,-0.21,89,6.5,2005
0.33,0,0,,38,7.3,2005
0.33,0,0,,28,6.0,2005
0.33,12000000,0,-1.0,12,5.1,2005
0.33,0,0,,34,2.5,2005
0.33,0,0,,70,6.9,2005
0.33,1500000,11098131,6.4,118,6.7,2005
0.32,0,0,,22,6.5,2005
0.21,0,0,,11,6.2,2005
0.48,25000000,0,-1.0,29,5.8,2005
0.32,1900000,0,-1.0,10,6.1,2005
0.32,18000000,0,-1.0,40,6.2,2005
0.36,0,3357075,,26,6.3,2005
0.31,0,0,,15,6.1,2005
0.31,3000000,0,-1.0,27,4.3,2005
0.3,15000000,0,-1.0,17,4.7,2005
0.3,0,0,,16,5.6,2005
0.3,0,0,,27,5.0,2005
0.38,0,0,,12,6.0,2005
0.29,0,0,,12,4.3,2005
0.29,2000000,653621,-0.67,17,6.8,2005
0.29,0,1919197,,29,6.2,2005
0.46,0,0,,17,5.8,2005
0.29,7500000,143000,-0.98,15,3.9,2005
0.29,1549000,7096000,3.58,33,6.0,2005
0.28,0,0,,77,7.4,2005
0.28,0,0,,10,4.5,2005
0.28,0,3102550,,12,4.8,2005
0.28,0,0,,18,5.5,2005
0.28,0,0,,21,4.7,2005
0.28,20000000,0,-1.0,20,5.4,2005
0.28,0,0,,10,5.6,2005
0.28,4750000,206871,-0.96,31,4.9,2005
0.27,0,0,,18,6.4,2005
0.38,0,0,,16,4.1,2005
0.27,10284523,11588205,0.13,31,5.8,2005
0.27,25000000,0,-1.0,11,3.9,2005
0.27,35000000,25224242,-0.28,63,6.8,2005
0.27,0,0,,18,5.9,2005
0.25,0,0,,14,4.3,2005
0.27,0,0,,10,5.2,2005
0.27,0,0,,12,8.2,2005
0.26,0,793604,,10,6.3,2005
0.2,0,0,,63,6.5,2005
0.26,0,0,,62,6.9,2005
0.4,450000,973525,1.16,14,6.3,2005
0.25,8000000,852872,-0.89,33,5.8,2005
0.25,0,0,,17,5.1,2005
0.25,12000000,84967,-0.99,22,6.8,2005
0.24,30000000,34252847,0.14,34,5.5,2005
0.24,0,0,,15,5.4,2005
0.23,0,0,,20,5.2,2005
0.23,0,0,,10,4.3,2005
0.23,0,0,,32,5.4,2005
0.23,0,0,,26,6.5,2005
0.22,15000000,0,-1.0,19,4.4,2005
0.21,0,0,,39,5.9,2005
0.21,0,0,,17,5.4,2005
0.13,0,0,,13,5.2,2005
0.2,16398,0,-1.0,13,7.1,2005
0.2,10,0,-1.0,16,5.8,2005
0.2,0,0,,11,5.3,2005
0.2,0,0,,13,6.5,2005
0.22,0,0,,21,6.7,2005
0.2,14000000,32645546,1.33,35,6.1,2005
0.2,0,0,,33,6.6,2005
0.2,0,0,,13,5.7,2005
0.2,25000000,13411957,-0.46,118,6.9,2005
0.22,0,0,,13,5.3,2005
0.19,2000000,5048693,1.52,103,7.0,2005
0.19,0,0,,28,6.3,2005
0.26,0,0,,22,4.2,2005
0.19,35000000,0,-1.0,47,6.2,2005
0.19,0,0,,31,4.6,2005
0.19,0,0,,11,4.5,2005
0.18,9600000,4386236,-0.54,13,6.4,2005
0.18,9000000,0,-1.0,10,3.7,2005
0.18,2000000,0,-1.0,13,7.0,2005
0.18,6000000,0,-1.0,16,4.7,2005
0.32,3500000,0,-1.0,13,3.6,2005
0.18,30000000,25473093,-0.15,113,5.2,2005
0.27,0,0,,11,6.7,2005
0.18,0,0,,48,6.7,2005
0.17,72000,0,-1.0,15,5.0,2005
0.17,0,0,,39,5.8,2005
0.17,0,0,,18,5.8,2005
0.17,50000,0,-1.0,14,6.1,2005
0.17,5000000,0,-1.0,24,6.4,2005
0.23,0,0,,18,6.8,2005
0.16,0,0,,24,7.0,2005
0.28,0,0,,16,5.5,2005
0.16,0,1410778,,17,6.7,2005
0.16,0,6584159,,37,6.6,2005
0.16,0,0,,17,6.8,2005
0.16,0,0,,10,5.8,2005
0.16,3000000,0,-1.0,17,5.7,2005
0.16,1500000,0,-1.0,14,4.3,2005
0.16,0,0,,18,5.2,2005
0.15,0,0,,13,4.9,2005
0.25,0,0,,12,4.0,2005
0.15,3000000,11718595,2.91,15,7.0,2005
0.15,0,0,,15,4.8,2005
0.15,14000000,6856989,-0.51,10,5.1,2005
0.15,0,0,,15,6.5,2005
0.15,0,0,,17,4.2,2005
0.14,0,0,,20,7.0,2005
0.04,0,0,,14,5.9,2005
0.14,8000000,2019009,-0.75,10,5.5,2005
0.14,0,0,,12,5.1,2005
0.13,0,0,,25,6.3,2005
0.13,0,0,,28,5.9,2005
0.13,0,0,,16,6.6,2005
0.13,7000000,0,-1.0,10,6.5,2005
0.45,0,0,,174,5.6,2005
0.13,0,0,,49,7.3,2005
0.12,40000000,0,-1.0,64,5.5,2005
0.12,0,10422387,,17,6.3,2005
0.15,0,0,,14,7.5,2005
0.12,0,0,,12,4.5,2005
0.12,5000000,0,-1.0,19,5.5,2005
0.11,0,0,,12,4.9,2005
0.26,0,0,,12,4.9,2005
0.38,16000000,0,-1.0,11,4.2,2005
0.11,0,0,,12,6.5,2005
0.1,0,0,,15,4.5,2005
0.36,11000000,0,-1.0,11,6.0,2005
0.1,0,0,,11,7.5,2005
0.29,15000000,0,-1.0,12,7.0,2005
0.13,0,0,,10,7.6,2005
0.09,0,0,,16,6.1,2005
0.09,0,0,,14,5.0,2005
0.09,0,0,,21,6.1,2005
0.08,0,0,,10,7.0,2005
0.17,0,0,,10,5.6,2005
0.15,0,0,,13,3.9,2005
0.08,0,0,,10,5.2,2005
0.08,0,0,,11,5.6,2005
0.04,0,0,,12,4.4,2005
0.08,3000000,9879971,2.29,42,6.8,2005
0.07,0,0,,14,6.9,2005
0.07,0,0,,12,3.0,2005
0.07,0,0,,11,6.1,2005
0.06,0,0,,10,5.4,2005
0.06,0,0,,12,5.1,2005
0.06,12000000,0,-1.0,22,7.0,2005
0.16,0,0,,14,7.2,2005
0.03,0,0,,24,8.0,2005
0.19,1600000,0,-1.0,15,6.6,2005
0.02,0,0,,12,8.3,2005
0.02,0,634074,,12,5.9,2005
0.0,0,0,,13,5.7,2005
0.01,0,0,,15,5.9,2005
0.0,0,0,,13,6.2,2005
5.84,50000000,111340801,1.23,1015,6.3,2006
4.21,200000000,1065659812,4.33,3181,6.8,2006
3.94,120000000,461983149,2.85,2336,6.4,2006
3.79,150000000,599045960,2.99,2738,7.1,2006
3.66,125000000,758239851,5.07,1585,6.4,2006
3.21,12000000,114194847,8.52,619,6.7,2006
3.15,80000000,660940780,7.26,1775,6.4,2006
3.1,150000000,397850012,1.65,1363,6.3,2006
3.03,35000000,326551094,8.33,1773,7.0,2006
2.82,90000000,289847354,2.22,2635,7.7,2006
2.61,85000000,194168700,1.28,748,6.7,2006
2.58,40000000,109676311,1.74,2519,7.8,2006
2.31,110000000,574480841,4.22,1572,6.2,2006
2.16,25000000,135330182,4.41,606,6.7,2006
2.11,76000000,69959751,-0.08,1211,7.3,2006
2.03,0,0,,289,5.3,2006
1.96,270000000,391081192,0.45,834,5.3,2006
1.93,18000000,261572744,13.53,979,6.4,2006
1.89,82500000,237681299,1.88,1273,5.9,2006
1.85,0,0,,172,6.4,2006
1.77,52000000,204999686,2.94,520,5.5,2006
1.75,45000000,184376254,3.1,990,7.2,2006
1.62,80000000,155019340,0.94,617,6.2,2006
1.61,50000000,132180323,1.64,647,7.0,2006
1.6,100000000,170877916,0.71,1394,7.2,2006
1.57,0,15309302,,265,6.5,2006
1.53,12000000,42931041,2.58,732,6.5,2006
1.52,27000000,56308881,1.09,787,7.3,2006
1.51,40000000,120455994,2.01,328,6.6,2006
1.5,25000000,117719158,3.71,535,5.8,2006
1.5,50000000,97607453,0.95,580,6.3,2006
1.47,20000000,33889159,0.69,395,6.3,2006
1.43,35000000,15304890,-0.56,371,6.7,2006
1.41,100000000,384335608,2.84,876,5.8,2006
1.41,24000000,155721132,5.49,455,6.4,2006
1.4,0,6086508,,117,5.1,2006
1.39,149000000,64459316,-0.57,488,6.0,2006
1.36,80000000,37384046,-0.53,137,5.2,2006
1.35,75000000,180557550,1.41,862,6.5,2006
1.3,100000000,249288105,1.49,536,4.8,2006
1.26,40000000,114830111,1.87,389,6.3,2006
1.24,45000000,178262620,2.96,368,5.3,2006
1.24,75000000,140175006,0.87,501,6.3,2006
1.22,4200000,0,-1.0,524,6.0,2006
1.22,50000000,88715192,0.77,242,5.6,2006
1.22,40000000,120175290,2.0,667,7.1,2006
1.21,50000000,55181129,0.1,228,5.5,2006
1.21,15000000,69623713,3.64,359,6.0,2006
1.21,0,141702264,,260,5.2,2006
1.19,28000000,38159905,0.36,271,5.7,2006
1.18,85000000,59908565,-0.3,174,5.9,2006
1.13,30000000,31070211,0.04,256,5.0,2006
1.12,15000000,0,-1.0,220,6.4,2006
1.11,135000000,163794509,0.21,283,5.7,2006
1.11,18000000,41009669,1.28,206,6.0,2006
1.11,31000000,28000000,-0.1,123,6.2,2006
1.1,90000000,65900249,-0.27,308,6.7,2006
1.1,2000000,5179037,1.59,78,6.5,2006
1.1,21000000,0,-1.0,33,6.1,2006
1.06,50000000,69834815,0.4,68,5.8,2006
1.04,40000000,38755073,-0.03,179,4.0,2006
1.03,17000000,57103895,2.36,306,6.3,2006
1.02,0,0,,54,6.7,2006
0.99,50000000,87528173,0.75,251,5.7,2006
0.98,0,42647449,,66,7.1,2006
0.97,65000000,43545364,-0.33,107,6.5,2006
0.97,40000000,86915017,1.17,967,7.0,2006
0.96,0,0,,307,5.6,2006
0.94,17500000,19179969,0.1,88,5.8,2006
0.93,25000000,5549200,-0.78,90,5.4,2006
0.93,55000000,9450897,-0.83,51,5.4,2006
0.92,15500000,0,-1.0,133,6.1,2006
0.92,40000000,138259062,2.46,231,5.6,2006
0.92,70000000,38629478,-0.45,101,4.5,2006
0.91,5000000,26888376,4.38,195,6.9,2006
0.91,72500000,162966177,1.25,274,6.2,2006
0.91,0,0,,67,7.1,2006
0.89,55000000,307077295,4.58,1392,7.5,2006
0.88,40000000,60474340,0.51,363,6.5,2006
0.88,37665000,14655628,-0.61,44,5.3,2006
0.87,0,0,,33,6.9,2006
0.87,0,47231070,,63,5.1,2006
0.85,0,3669465,,242,7.7,2006
0.85,6000000,48027970,7.0,274,7.3,2006
0.85,10000000,163876815,15.39,538,6.0,2006
0.85,30000000,495303,-0.98,326,6.1,2006
0.84,32000000,80197993,1.51,214,5.5,2006
0.84,50000000,49111202,-0.02,151,5.8,2006
0.83,9000000,0,-1.0,31,5.5,2006
0.83,160000000,181674817,0.14,313,5.3,2006
0.79,17000000,7314027,-0.57,43,4.6,2006
0.79,0,0,,146,4.4,2006
0.79,0,7900000,,39,6.3,2006
0.79,16800000,2281089,-0.86,33,6.3,2006
0.78,54000000,130431368,1.42,242,5.3,2006
0.78,8000000,100523181,11.57,952,7.3,2006
0.77,64000000,101595121,0.59,143,5.6,2006
0.76,24000000,0,-1.0,59,5.6,2006
0.75,0,0,,34,6.6,2006
0.75,35000000,0,-1.0,16,6.5,2006
0.74,12000000,38368909,2.2,82,5.4,2006
0.73,25000000,119188334,3.77,154,5.2,2006
0.72,19000000,68673228,2.61,292,6.9,2006
0.72,0,0,,25,4.9,2006
0.72,8500000,5480996,-0.36,282,6.7,2006
0.72,0,0,,46,5.3,2006
0.71,30000000,53653224,0.79,378,6.9,2006
0.71,63000000,162945894,1.59,240,5.9,2006
0.71,0,84500122,,143,5.1,2006
0.7,35000000,42064105,0.2,199,6.4,2006
0.7,1200000,0,-1.0,67,5.0,2006
0.7,19400000,0,-1.0,159,6.9,2006
0.7,12000000,1381665,-0.88,23,7.4,2006
0.7,15500000,7385434,-0.52,127,6.2,2006
0.7,20000000,48548426,1.43,103,3.9,2006
